frage,antwort,quelle_url,kategorie,stand,ist_frage
Wird in der App „ID Austria“ Firebase Analytics eingesetzt?,"Firebase Analytics ist in der App „ID Austria“ nicht aktiviert. Es wurden seit Beginn des Projekts explizite Vorkehrungen getroffen, damit die Tracking-Funktionalität mit Sicherheit deaktiviert ist. Firebase Cloud Messaging wird für Push-Benachrichtigungen auf Android und iOS eingesetzt. Da einige Reporting-Tools fälschlicherweise Firebase Analytics als aktiviert identifizieren, wird das APK-File der aktuellen App-Version aus Transparenzgründen öffentlich zum Download bereitgestellt, um eine genauere Untersuchung zu ermöglichen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/sicherheitsvorkehrungen,hilfe-zur-app-ida,2026-08-06,True
Android Binary Datei (APK) der App „ID Austria“,Aus Transparenzgründen wird hier die aktuelle APK-Datei der App „ID Austria“ veröffentlicht: V.5.6.1 am 6. August 2026 Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center. Letzte Aktualisierung: 05.08.2026 Für den Inhalt verantwortlich: Bundeskanzleramt,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/sicherheitsvorkehrungen,hilfe-zur-app-ida,2026-08-06,False
Wann hilft mir diese Anleitung?,Wenn Sie Ihr Smartphone mit der App „ID Austria“ verloren haben bzw. ein neues Smartphone besitzen. Wie kann ich ein neues Smartphone in der App „ID Austria” anmelden? Ich habe keinen Zugriff auf meine alte (hinterlegte) Mobiltelefonnummer,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/smartphone-anmelden-in-der-app-id-austria,hilfe-zur-app-ida,2026-02-25,False
Wie kann ich ein neues Smartphone in der App „ID Austria“ verknüpfen,"Eine Verknüpfung mit der App ist nur dann möglich, wenn Sie Zugriff auf Ihre Mobiltelefonnummer haben, die in Ihrem ID Austria Konto hinterlegt ist, und Sie auf diese Nummer eine SMS empfangen können. Installieren Sie die App „ID Austria“ auf Ihrem neuen Smartphone und folgen Sie dem Ablauf. Öffnen Sie zusätzlich auf Ihrem Zweitgerät (z. B. Laptop) die Webseite ida.gv.at/app und folgen Sie den Anweisungen. Eine ausführliche Anweisung finden Sie in der Schritt-für-Schritt Anleitung Wie kann ich mich die ID Austria mit der App „ID Austria“ verknüpfen?",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/smartphone-anmelden-in-der-app-id-austria,hilfe-zur-app-ida,2026-02-25,False
Ich habe keinen Zugriff auf meine alte (hinterlegte) Mobiltelefonnummer,"Falls Sie Zugriff auf einen alternativen Authentifizierungsfaktor haben (z.B. FIDO-Sicherheitsschlüssel ) können Sie eine Anmeldung auf Ihrem neuen Smartphone durchführen. Falls dies nicht der Fall ist, müssen Sie eine neue ID Austria registrieren.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/smartphone-anmelden-in-der-app-id-austria,hilfe-zur-app-ida,2026-02-25,False
"Welche Anforderungen und Einstellungen muss mein Smartphone erfüllen, damit ich meine ID Austria mit der App „ID Austria“ verknüpfen kann?","Damit Sie die App „ID Austria“ verwenden können, muss Ihr Smartphone folgende Anforderungen erfüllen: iOS Betriebssystemversion iOS 16 oder höher Aktivierte Touch ID bzw. Face ID und/oder iPhone-Code Wir empfehlen die Verwendung von Safari als Standardbrowser für Service-Anmeldungen auf dem Gerät, auf dem die App „ID Austria“ installiert ist. Android Betriebssystemversion Android 12 oder höher Aktivierte Fingerabdruck-Funktion bzw. Gesichtserkennung/Iriserkennung und/oder Gerätepasswort Das Gerätepasswort darf kein Wischmuster sein, muss aus mindestens vier Zeichen bestehen und darf keine Zahlenreihe ( z.B. 1234) oder Wiederholungen ( z.B. 1111) beinhalten. Wir empfehlen die Verwendung von Chrome als Standardbrowser für Service-Anmeldungen auf dem Gerät, auf dem die App „ID Austria“ installiert ist. Hinweis: Die Gesichtserkennung/Iriserkennung erfüllt nur auf wenigen Android-Geräten ( z.B. Google Pixel 8 und 8 Pro, Pixel 4 und 4 XL) die Sicherheitsanforderungen der App. Nutzen Sie daher auf anderen Geräten bitte die Fingerabdruck-Funktion und/oder das Gerätepasswort zur Authentifizierung. Hinweis: Es gibt einzelne Android-Geräte, die die Sicherheitsanforderungen der App „ID Austria“ nicht erfüllen. Darunter fallen: Samsung Galaxy S8 und S8+ Nokia 9 PureView Geräte mit offenem Root-Zugang Außerdem können derzeit vereinzelt bei Xiaomi-Geräten Probleme auftreten. Wenn Ihr Gerät nicht unterstützt wird, können Sie anstelle eines Smartphones auch einen FIDO-Sicherheitsschlüssel als zweiten Authentifizierungsfaktor verwenden.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/systemanforderungen-der-app,hilfe-zur-app-ida,2026-02-18,True
Wie funktioniert der Sicherheitsabgleich der App?,"Der Sicherheitsabgleich prüft, ob Ihre App oder Ihr Gerät manipuliert wurde. Bei einem erfolgreichen Ergebnis kann gewährleistet werden, dass Daten nur von vertrauenswürdigen Apps geladen werden. Die Daten können so nicht missbräuchlich verarbeitet werden. Beim Sicherheitsabgleich wird kontrolliert, ob das Gerät alle Anforderungen erfüllt. Darunter fallen: Offizielle Version der App muss verwendet werden Gerät darf nicht gerootet sein Datum und Uhrzeit müssen korrekt eingestellt sein",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/systemanforderungen-der-app,hilfe-zur-app-ida,2026-02-18,True
Welche Risiken bestehen bei einem offenen Bootloader bzw. alternativen Betriebssystemen?,"Der Bootloader lädt das Betriebssystem des Geräts. Durch Öffnen des Bootloaders kann ein anderes Betriebssystem als das des Herstellers installiert werden. Einige alternative Betriebssysteme unterstützen jedoch die Sicherheitsmaßnahmen nicht ausreichend, weshalb ein Sicherheitsrisiko für Nachweisdaten bestehen kann. Daher wird empfohlen, die App „ID Austria“ nur mit dem Betriebssystem des Herstellers zu verwenden. Wenn Sie die Sicherheitseigenschaften Ihres alternativen Betriebssystems kennen, ist es möglich, die App „ID Austria“ auf eigenes Risiko auch mit offenem Bootloader zu verwenden. Wenn Sie den Bootloader nicht selbst geöffnet haben, wurde Ihr Gerät möglicherweise manipuliert. Bitte überprüfen Sie die Sicherheit Ihres Geräts.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/systemanforderungen-der-app,hilfe-zur-app-ida,2026-02-18,True
Kann ich die App „ID Austria“ mit einem offenen Root-Zugang verwenden?,"Nein, dies ist nicht möglich. Die App „ID Austria“ kann auf Geräten, an denen eine Modifikation festgestellt wurde, aus Sicherheitsgründen nicht genutzt werden. Zur Nutzung müssen Sie Ihr Smartphone auf den ursprünglichen Zustand zurücksetzen. Geräte mit mobilen Betriebssystemen wie Android und iOS werden üblicherweise mit eingeschränkten Benutzerrechten ausgeliefert. Die Sicherheitsarchitektur der Systeme verhindert auf diese Weise, dass Benutzerinnen und Benutzer bzw. installierte Apps unmittelbaren Zugriff auf Systemdaten und die Daten anderer Apps erhalten. Ein Gerät, das laut technischer Tests nicht den Spezifikationen des Herstellers entspricht, birgt somit die Gefahr, dass die Sicherheitsmaßnahmen der ID Austria umgangen werden können ( z.B. indem ein Fingerabdruck als unterschriftsberechtigt definiert wird, der nicht von der authentifizierten Nutzerin oder dem authentifizierten Nutzer der ID Austria stammt) und somit nicht sichergestellt werden kann, wer ein digitales Amtsservice digital signiert. Hinweis: Anstelle eines Smartphones mit der App „ID Austria“ kann die ID Austria auch mit einem alternativen Authentifizierungsfaktor registriert und verwendet werden.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/systemanforderungen-der-app,hilfe-zur-app-ida,2026-02-18,True
Kann ich die ID Austria und die App „ID Austria“ auch mit einem Wertkartenhandy nutzen?,"Ja, die App „ID Austria“ funktioniert auch mit einem Wertkartenhandy (Wertkarten-Smartphone). Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/systemanforderungen-der-app,hilfe-zur-app-ida,2026-02-18,True
Wann hilft mir diese Anleitung?,"Wenn Sie prüfen wollen, ob Ihr Smartphone die Anforderungen erfüllt, damit Sie die App „ID Austria“ nutzen können. Welche Smartphones werden unterstützt? Welche Entsperrmethoden werden unterstützt? Wo finde ich mehr Informationen zu diesen Anforderungen?",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/technische-voraussetzungen-fuer-smartphones-fuer-die-nutzung-der-app-id-austria,hilfe-zur-app-ida,2026-02-18,False
Welche Smartphones werden unterstützt?,"Smartphones mit iOS (ab Version 16) sowie Android (ab Version 12) werden generell unterstützt, andere Betriebssysteme nicht. Aus Sicherheitsheitsgründen ausgeschlossen sind Geräte mit offenem Root-Zugang, sowie manche Android Geräte.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/technische-voraussetzungen-fuer-smartphones-fuer-die-nutzung-der-app-id-austria,hilfe-zur-app-ida,2026-02-18,True
Welche Entsperrmethoden werden unterstützt?,"Damit Sie die App „ID Austria“ verwenden können, muss auf Ihrem Smartphone entweder die Fingerabdruck-Funktion bzw. Gesichtserkennung/Iriserkennung und/oder ein Gerätepasswort aktiviert sein. Eine Verwendung der App ist ohne eine der genannten Entsperrmethoden nicht möglich.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/technische-voraussetzungen-fuer-smartphones-fuer-die-nutzung-der-app-id-austria,hilfe-zur-app-ida,2026-02-18,True
Wo finde ich mehr Informationen zu diesen Anforderungen,Mehr Details finden Sie in den FAQ zur App „ID Austria” in den Systemanforderungen.,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/technische-voraussetzungen-fuer-smartphones-fuer-die-nutzung-der-app-id-austria,hilfe-zur-app-ida,2026-02-18,False
Kann ich die App „ID Austria“ am PC bzw. am Laptop installieren?,Nein. Die App kann nicht am Computer installiert werden. Sie benötigen ein gängiges Smartphone oder Tablet. Bitte prüfen Sie die entsprechenden Systemanforderungen.,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/verfuegbarkeit,hilfe-zur-app-ida,2025-07-28,True
Gibt es die App „ID Austria“ auch in mehreren Sprachen?,Die App „ID Austria“ ist nur in deutscher Sprache verfügbar.,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/verfuegbarkeit,hilfe-zur-app-ida,2025-07-28,True
Kann ich die App „ID Austria“ auch außerhalb von Österreich benutzen?,Sie können die App und alle digitalen Amtsservices jederzeit außerhalb von Österreich nutzen. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.,https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/verfuegbarkeit,hilfe-zur-app-ida,2025-07-28,True
Warum ist eine Verknüpfung erforderlich?,"Um alle digitalen Amtsservices uneingeschränkt nutzen zu können, müssen Sie sich online identifizieren können. Die App dient als zweiter Authentifizierungsfaktor, um Ihre Anmeldungen und Signaturen bei Services zu bestätigen. Sobald Sie die App mit Ihrer ID Austria verknüpft haben, können Sie zudem bequem per Single-Sign-On (SSO) auf Webseiten der öffentlichen Verwaltung ohne weitere Passwortabfragen zugreifen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/verknuepfung-der-app-id-austria,hilfe-zur-app-ida,2025-07-16,True
Wie kann ich meine ID Austria mit der App „ID Austria“ verknüpfen?,"In der Anleitung ID Austria mit der App „ID Austria verknüpfen“ finden Sie eine detaillierte Beschreibung, wie Sie die Verknüpfung der App durchführen. Bitte beachten Sie: Sie benötigen dazu neben Ihrem Smartphone ein Zweitgerät ( z.B. einen Laptop).",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/verknuepfung-der-app-id-austria,hilfe-zur-app-ida,2025-07-16,True
"Was kann ich tun, wenn ich das Gerät mit einer verknüpften ID Austria verloren habe?","Verwenden Sie die Funktion „Auf allen Geräten abmelden“. In der Anleitung „ID Austria mit der App „ID Austria“ verknüpfen“ erfahren Sie, wie Sie ein neues Smartphone mit der App verknüpfen und was Sie tun können, wenn Sie keinen Zugriff mehr auf Ihre Mobiltelefonnummer haben. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zur-app-ida/verknuepfung-der-app-id-austria,hilfe-zur-app-ida,2025-07-16,True
